,age,delay_sum,model
2454,7.0,150.0,737-524
2456,7.0,129.0,737-524
2460,7.0,6.0,737-524
2462,7.0,12.0,737-524
2464,7.0,1.0,737-524
2470,7.0,15.0,737-524
2482,7.0,2.0,737-524
2484,7.0,2.0,737-524
2486,7.0,1.0,737-524
2501,7.0,17.0,737-524
2502,7.0,60.0,737-524
2503,7.0,3.0,737-524
2511,7.0,21.0,737-524
2517,7.0,44.0,737-524
2518,7.0,206.0,737-524
2525,7.0,7.0,737-524
2530,7.0,15.0,737-524
2534,7.0,9.0,737-524
2540,7.0,2.0,737-524
2545,7.0,1.0,737-524
2555,7.0,16.0,737-524
2556,7.0,21.0,737-524
2559,7.0,4.0,737-524
2564,7.0,13.0,737-524
2565,7.0,5.0,737-524
2566,7.0,6.0,737-524
2567,7.0,42.0,737-524
2569,7.0,230.0,737-524
2574,7.0,40.0,737-524
2575,7.0,16.0,737-524
2579,7.0,7.0,737-524
2581,7.0,3.0,737-524
2582,7.0,19.0,737-524
2585,7.0,8.0,737-524
2586,7.0,36.0,737-524
2589,7.0,14.0,737-524
2591,7.0,15.0,737-524
2601,7.0,16.0,737-524
2602,7.0,166.0,737-524
2611,7.0,89.0,737-524
2613,7.0,20.0,737-524
2615,7.0,233.0,737-524
2618,7.0,41.0,737-524
2619,7.0,8.0,737-524
2620,7.0,55.0,737-524
2622,7.0,35.0,737-524
2624,7.0,185.0,737-524
2626,7.0,7.0,737-524
2634,7.0,2.0,737-524
2635,7.0,32.0,737-524
2637,7.0,57.0,737-524
2638,7.0,49.0,737-524
2639,7.0,90.0,737-524
2640,7.0,40.0,737-524
2642,7.0,84.0,737-524
2643,7.0,422.0,737-524
2646,7.0,4.0,737-524
2647,7.0,14.0,737-524
2648,7.0,1.0,737-524
2649,7.0,57.0,737-524
2650,7.0,13.0,737-524
2652,7.0,13.0,737-524
2653,7.0,12.0,737-524
2655,7.0,29.0,737-524
2656,7.0,13.0,737-524
2660,7.0,7.0,737-524
2662,7.0,4.0,737-524
2665,7.0,97.0,737-524
2668,7.0,266.0,737-524
2670,7.0,14.0,737-524
2671,7.0,2.0,737-524
2674,7.0,5.0,737-524
2675,7.0,18.0,737-524
2677,7.0,277.0,737-524
2682,7.0,7.0,737-524
2683,7.0,25.0,737-524
2684,7.0,21.0,737-524
2686,7.0,52.0,737-524
2688,7.0,53.0,737-524
2689,7.0,6.0,737-524
2691,7.0,25.0,737-524
2693,7.0,21.0,737-524
2695,7.0,5.0,737-524
2698,7.0,14.0,737-524
2701,7.0,85.0,737-524
2702,7.0,6.0,737-524
2705,7.0,17.0,737-524
2706,7.0,4.0,737-524
2708,7.0,17.0,737-524
2709,7.0,34.0,737-524
2711,7.0,12.0,737-524
2713,7.0,95.0,737-524
2716,7.0,13.0,737-524
2720,7.0,15.0,737-524
2721,7.0,27.0,737-524
2724,7.0,19.0,737-524
2725,7.0,75.0,737-524
2727,7.0,46.0,737-524
2728,7.0,46.0,737-524
2729,7.0,21.0,737-524
2731,7.0,410.0,737-524
2737,7.0,13.0,737-524
2738,7.0,1.0,737-524
2739,7.0,2.0,737-524
2742,7.0,17.0,737-524
2744,7.0,340.0,737-524
2750,7.0,40.0,737-524
2752,7.0,98.0,737-524
2753,7.0,588.0,737-524
2756,7.0,252.0,737-524
2761,7.0,20.0,737-524
2778,7.0,20.0,737-524
2779,7.0,14.0,737-524
2781,7.0,36.0,737-524
2782,7.0,167.0,737-524
2783,7.0,170.0,737-524
2784,7.0,48.0,737-524
2786,7.0,1.0,737-524
2790,7.0,11.0,737-524
2800,7.0,485.0,737-524
2801,7.0,540.0,737-524
2813,7.0,95.0,737-524
2814,7.0,98.0,737-524
2817,7.0,10.0,737-524
2822,7.0,25.0,737-524
2825,7.0,123.0,737-524
2833,7.0,19.0,737-524
2837,7.0,7.0,737-524
2848,7.0,12.0,737-524
2851,7.0,8.0,737-524
2852,7.0,3.0,737-524
2853,7.0,171.0,737-524
2858,7.0,11.0,737-524
2864,7.0,1.0,737-524
2865,7.0,86.0,737-524
2867,7.0,28.0,737-524
2877,7.0,19.0,737-524
2881,7.0,18.0,737-524
2887,7.0,14.0,737-524
2888,7.0,14.0,737-524
2890,7.0,37.0,737-524
2895,7.0,32.0,737-524
2898,7.0,6.0,737-524
2899,7.0,3.0,737-524
2900,7.0,14.0,737-524
2901,7.0,2.0,737-524
2908,7.0,26.0,737-524
2913,7.0,134.0,737-524
2916,7.0,2.0,737-524
2929,7.0,10.0,737-524
2933,7.0,3.0,737-524
2934,7.0,1.0,737-524
2936,7.0,4.0,737-524
2938,7.0,2.0,737-524
2948,7.0,26.0,737-524
2951,7.0,2.0,737-524
2957,7.0,30.0,737-524
2959,7.0,4.0,737-524
2961,7.0,6.0,737-524
2974,7.0,11.0,737-524
2983,7.0,270.0,737-524
2988,7.0,14.0,737-524
2992,7.0,2.0,737-524
2994,7.0,403.0,737-524
2999,7.0,2.0,737-524
3008,7.0,250.0,737-524
3010,7.0,5.0,737-524
3015,7.0,8.0,737-524
3016,7.0,6.0,737-524
3017,7.0,36.0,737-524
3022,7.0,12.0,737-524
3023,7.0,7.0,737-524
3032,7.0,36.0,737-524
3033,7.0,104.0,737-524
3034,7.0,24.0,737-524
3037,7.0,74.0,737-524
3040,7.0,32.0,737-524
3041,7.0,22.0,737-524
3042,7.0,41.0,737-524
3044,7.0,6.0,737-524
3048,7.0,11.0,737-524
3057,7.0,8.0,737-524
3058,7.0,3.0,737-524
3059,7.0,21.0,737-524
3060,7.0,8.0,737-524
3063,7.0,12.0,737-524
3071,7.0,5.0,737-524
3072,7.0,66.0,737-524
3079,7.0,1.0,737-524
3089,7.0,19.0,737-524
3095,7.0,21.0,737-524
3096,7.0,2.0,737-524
3100,7.0,2.0,737-524
3106,7.0,8.0,737-524
3111,7.0,28.0,737-524
3116,7.0,8.0,737-524
3117,7.0,4.0,737-524
3118,7.0,5.0,737-524
3122,7.0,74.0,737-524
3123,7.0,18.0,737-524
3125,7.0,72.0,737-524
3128,7.0,19.0,737-524
3129,7.0,6.0,737-524
3137,7.0,28.0,737-524
3141,7.0,3.0,737-524
3142,7.0,59.0,737-524
3143,7.0,12.0,737-524
3144,4.0,7.0,737-524
3148,4.0,9.0,737-524
3149,4.0,3.0,737-524
3158,4.0,2.0,737-524
3161,4.0,7.0,737-524
3162,4.0,43.0,737-524
3163,4.0,15.0,737-524
3173,4.0,23.0,737-524
3174,4.0,26.0,737-524
3177,4.0,19.0,737-524
3178,4.0,3.0,737-524
3181,4.0,17.0,737-524
3186,4.0,79.0,737-524
3192,4.0,53.0,737-524
3195,4.0,3.0,737-524
3197,4.0,69.0,737-524
3200,4.0,16.0,737-524
3204,4.0,5.0,737-524
3210,4.0,156.0,737-524
3218,4.0,17.0,737-524
3221,4.0,6.0,737-524
3223,4.0,15.0,737-524
3225,4.0,3.0,737-524
3227,4.0,11.0,737-524
3231,4.0,6.0,737-524
3232,4.0,43.0,737-524
3237,4.0,5.0,737-524
3240,4.0,7.0,737-524
3242,4.0,53.0,737-524
3244,4.0,61.0,737-524
3246,4.0,2.0,737-524
3257,4.0,71.0,737-524
3269,4.0,4.0,737-524
3275,4.0,1.0,737-524
3276,4.0,13.0,737-524
3277,4.0,24.0,737-524
3279,4.0,1.0,737-524
3281,4.0,10.0,737-524
3282,4.0,19.0,737-524
3288,4.0,8.0,737-524
3291,4.0,7.0,737-524
3293,4.0,3.0,737-524
3295,4.0,279.0,737-524
3297,4.0,12.0,737-524
3303,4.0,68.0,737-524
3306,4.0,4.0,737-524
3311,4.0,6.0,737-524
3312,4.0,1.0,737-524
3314,4.0,266.0,737-524
3317,4.0,50.0,737-524
3321,4.0,9.0,737-524
3331,4.0,8.0,737-524
3332,4.0,3.0,737-524
3333,4.0,2.0,737-524
3335,4.0,32.0,737-524
3337,4.0,8.0,737-524
3338,4.0,1.0,737-524
3341,4.0,8.0,737-524
3343,4.0,2.0,737-524
3345,4.0,1.0,737-524
3349,4.0,8.0,737-524
3352,4.0,82.0,737-524
3353,4.0,28.0,737-524
3354,4.0,20.0,737-524
3358,4.0,16.0,737-524
3362,4.0,2.0,737-524
3370,4.0,47.0,737-524
3371,4.0,39.0,737-524
3375,4.0,2.0,737-524
3376,4.0,2.0,737-524
3377,4.0,7.0,737-524
3378,4.0,2.0,737-524
3386,4.0,8.0,737-524
3390,4.0,12.0,737-524
3393,4.0,37.0,737-524
3394,4.0,1.0,737-524
3398,4.0,11.0,737-524
3399,4.0,19.0,737-524
3400,4.0,127.0,737-524
3402,4.0,9.0,737-524
3404,4.0,3.0,737-524
3405,4.0,6.0,737-524
3413,4.0,236.0,737-524
3415,4.0,8.0,737-524
3417,4.0,4.0,737-524
3419,4.0,280.0,737-524
3423,4.0,4.0,737-524
3425,4.0,5.0,737-524
3426,4.0,158.0,737-524
3428,4.0,11.0,737-524
3430,4.0,56.0,737-524
3433,4.0,9.0,737-524
3434,4.0,1.0,737-524
3438,4.0,55.0,737-524
3444,4.0,9.0,737-524
3445,4.0,9.0,737-524
3448,4.0,7.0,737-524
3453,4.0,20.0,737-524
3454,4.0,1.0,737-524
3457,4.0,192.0,737-524
3459,4.0,5.0,737-524
3462,4.0,233.0,737-524
3465,4.0,12.0,737-524
3472,4.0,273.0,737-524
3483,4.0,1.0,737-524
3492,4.0,16.0,737-524
3494,4.0,7.0,737-524
3501,4.0,75.0,737-524
3504,4.0,13.0,737-524
3516,4.0,3.0,737-524
3518,4.0,18.0,737-524
3520,4.0,9.0,737-524
3526,4.0,13.0,737-524
3536,4.0,10.0,737-524
3538,4.0,9.0,737-524
3550,4.0,6.0,737-524
3554,4.0,113.0,737-524
3556,4.0,1.0,737-524
3563,4.0,13.0,737-524
3566,4.0,94.0,737-524
3573,4.0,11.0,737-524
3577,4.0,56.0,737-524
3579,4.0,13.0,737-524
3586,4.0,11.0,737-524
3589,4.0,21.0,737-524
3591,4.0,4.0,737-524
3594,4.0,4.0,737-524
3599,4.0,11.0,737-524
3602,4.0,14.0,737-524
3617,4.0,4.0,737-524
3621,4.0,19.0,737-524
3622,4.0,3.0,737-524
3625,4.0,17.0,737-524
3629,4.0,14.0,737-524
3630,4.0,1.0,737-524
3634,4.0,56.0,737-524
3637,4.0,3.0,737-524
3638,4.0,3.0,737-524
3641,4.0,58.0,737-524
3644,4.0,1.0,737-524
3647,4.0,16.0,737-524
3648,4.0,2.0,737-524
3650,4.0,100.0,737-524
3658,4.0,2.0,737-524
3659,4.0,4.0,737-524
3663,4.0,25.0,737-524
3674,4.0,59.0,737-524
3676,4.0,42.0,737-524
3677,4.0,161.0,737-524
3680,4.0,2.0,737-524
3686,4.0,2.0,737-524
3689,4.0,56.0,737-524
3693,4.0,2.0,737-524
3694,4.0,84.0,737-524
3696,4.0,26.0,737-524
3702,4.0,2.0,737-524
3706,4.0,6.0,737-524
3711,4.0,67.0,737-524
3712,4.0,23.0,737-524
3714,4.0,61.0,737-524
3716,4.0,6.0,737-524
3724,4.0,160.0,737-524
3725,4.0,132.0,737-524
3726,4.0,238.0,737-524
3730,4.0,1.0,737-524
3731,4.0,25.0,737-524
3738,4.0,48.0,737-524
3741,4.0,48.0,737-524
3742,4.0,45.0,737-524
3744,4.0,217.0,737-524
3745,4.0,84.0,737-524
3747,4.0,1.0,737-524
3749,4.0,18.0,737-524
3750,4.0,9.0,737-524
3755,4.0,139.0,737-524
3756,4.0,246.0,737-524
3758,4.0,110.0,737-524
3762,4.0,3.0,737-524
3763,4.0,9.0,737-524
3764,4.0,3.0,737-524
3766,4.0,39.0,737-524
3768,4.0,116.0,737-524
3769,4.0,40.0,737-524
3773,4.0,11.0,737-524
3774,4.0,27.0,737-524
3775,4.0,29.0,737-524
3779,4.0,10.0,737-524
3780,4.0,22.0,737-524
3781,4.0,11.0,737-524
3782,4.0,79.0,737-524
3783,4.0,13.0,737-524
3784,4.0,1.0,737-524
3785,4.0,20.0,737-524
3788,4.0,89.0,737-524
3789,4.0,121.0,737-524
3790,4.0,404.0,737-524
3793,4.0,16.0,737-524
3795,4.0,2.0,737-524
3799,4.0,11.0,737-524
3803,4.0,292.0,737-524
3807,4.0,221.0,737-524
3812,4.0,5.0,737-524
3816,4.0,6.0,737-524
3820,4.0,8.0,737-524
3826,4.0,20.0,737-524
3840,4.0,17.0,737-524
3845,4.0,5.0,737-524
3847,4.0,4.0,737-524
3849,4.0,54.0,737-524
3851,4.0,3.0,737-524
3858,4.0,631.0,737-524
3864,4.0,5.0,737-524
3868,4.0,2.0,737-524
3875,4.0,69.0,737-524
3880,4.0,11.0,737-524
3886,4.0,9.0,737-524
3888,4.0,6.0,737-524
3891,4.0,16.0,737-524
3892,4.0,223.0,737-524
3893,4.0,3.0,737-524
3894,4.0,50.0,737-524
3902,4.0,3.0,737-524
3904,4.0,43.0,737-524
3905,4.0,3.0,737-524
3911,4.0,24.0,737-524
3912,4.0,25.0,737-524
3918,4.0,15.0,737-524
3922,4.0,45.0,737-524
3923,4.0,90.0,737-524
3925,4.0,3.0,737-524
3929,4.0,36.0,737-524
3934,4.0,189.0,737-524
3935,4.0,3.0,737-524
3943,4.0,20.0,737-524
3946,4.0,38.0,737-524
3951,4.0,3.0,737-524
3963,4.0,23.0,737-524
3967,4.0,39.0,737-524
3968,4.0,7.0,737-524
3970,4.0,10.0,737-524
3971,4.0,8.0,737-524
3974,4.0,109.0,737-524
3975,4.0,20.0,737-524
3977,4.0,8.0,737-524
3978,4.0,90.0,737-524
3980,4.0,1.0,737-524
3981,4.0,14.0,737-524
3983,4.0,21.0,737-524
3986,4.0,297.0,737-524
3988,4.0,20.0,737-524
3989,4.0,296.0,737-524
3994,4.0,122.0,737-524
3998,4.0,77.0,737-524
3999,4.0,3.0,737-524
4000,4.0,87.0,737-524
4002,4.0,611.0,737-524
4003,4.0,132.0,737-524
4005,4.0,8.0,737-524
4006,4.0,590.0,737-524
4007,4.0,251.0,737-524
4011,4.0,2.0,737-524
4015,4.0,23.0,737-524
4018,4.0,4.0,737-524
4021,4.0,168.0,737-524
4023,4.0,4.0,737-524
4024,4.0,322.0,737-524
4027,4.0,1.0,737-524
4030,4.0,239.0,737-524
4031,4.0,83.0,737-524
4035,4.0,10.0,737-524
4039,4.0,6.0,737-524
4040,4.0,9.0,737-524
4041,4.0,18.0,737-524
4042,4.0,22.0,737-524
4050,4.0,23.0,737-524
4052,4.0,8.0,737-524
4068,4.0,60.0,737-524
4069,4.0,46.0,737-524
4074,4.0,9.0,737-524
4076,4.0,10.0,737-524
4079,4.0,1.0,737-524
4083,4.0,7.0,737-524
4093,4.0,36.0,737-524
4095,4.0,2.0,737-524
4098,4.0,1.0,737-524
4102,4.0,8.0,737-524
4106,4.0,4.0,737-524
4107,4.0,6.0,737-524
4115,4.0,45.0,737-524
4118,4.0,2.0,737-524
4121,4.0,3.0,737-524
4122,4.0,185.0,737-524
4123,4.0,112.0,737-524
4125,4.0,11.0,737-524
4129,4.0,6.0,737-524
4131,4.0,4.0,737-524
4132,4.0,41.0,737-524
4138,4.0,200.0,737-524
4140,4.0,87.0,737-524
4141,4.0,1.0,737-524
4145,4.0,6.0,737-524
4146,4.0,26.0,737-524
4152,4.0,16.0,737-524
4159,4.0,184.0,737-524
4168,4.0,4.0,737-524
4173,4.0,23.0,737-524
4176,4.0,12.0,737-524
4177,4.0,21.0,737-524
4196,4.0,23.0,737-524
4197,4.0,39.0,737-524
4201,4.0,573.0,737-524
4220,4.0,12.0,737-524
4223,4.0,6.0,737-524
4224,4.0,40.0,737-524
4229,4.0,28.0,737-524
4232,4.0,17.0,737-524
4233,4.0,69.0,737-524
4235,4.0,221.0,737-524
4238,4.0,21.0,737-524
4240,4.0,30.0,737-524
4247,4.0,3.0,737-524
4248,4.0,4.0,737-524
4250,4.0,48.0,737-524
4251,4.0,71.0,737-524
4252,4.0,21.0,737-524
4255,4.0,20.0,737-524
4258,4.0,8.0,737-524
4262,4.0,339.0,737-524
4270,4.0,9.0,737-524
4273,4.0,8.0,737-524
4274,4.0,9.0,737-524
4285,4.0,80.0,737-524
4288,4.0,48.0,737-524
4303,4.0,18.0,737-524
4304,4.0,21.0,737-524
4323,4.0,57.0,737-524
4326,4.0,10.0,737-524
4329,4.0,1.0,737-524
4330,4.0,153.0,737-524
4334,4.0,106.0,737-524
4336,4.0,124.0,737-524
4340,4.0,10.0,737-524
4342,4.0,368.0,737-524
4343,4.0,392.0,737-524
4345,4.0,6.0,737-524
4346,4.0,4.0,737-524
4348,4.0,16.0,737-524
4349,4.0,1.0,737-524
4356,4.0,7.0,737-524
4364,4.0,143.0,737-524
4367,4.0,89.0,737-524
4370,4.0,4.0,737-524
4372,4.0,4.0,737-524
4377,4.0,7.0,737-524
4378,4.0,2.0,737-524
4381,4.0,8.0,737-524
4382,4.0,2.0,737-524
4389,4.0,101.0,737-524
4391,4.0,51.0,737-524
4398,4.0,3.0,737-524
4399,4.0,46.0,737-524
4400,4.0,4.0,737-524
4407,4.0,14.0,737-524
4408,4.0,10.0,737-524
4409,4.0,348.0,737-524
4413,4.0,9.0,737-524
4415,4.0,94.0,737-524
4417,4.0,15.0,737-524
4419,4.0,19.0,737-524
4424,4.0,17.0,737-524
4425,4.0,1.0,737-524
4426,4.0,135.0,737-524
4428,4.0,2.0,737-524
4429,4.0,15.0,737-524
4430,4.0,1.0,737-524
4432,4.0,2.0,737-524
4435,4.0,11.0,737-524
4436,4.0,42.0,737-524
4438,4.0,102.0,737-524
4439,4.0,8.0,737-524
4440,4.0,6.0,737-524
4442,4.0,8.0,737-524
4447,4.0,6.0,737-524
4451,4.0,6.0,737-524
4456,4.0,1.0,737-524
4457,4.0,11.0,737-524
4459,4.0,27.0,737-524
4460,4.0,12.0,737-524
4464,4.0,47.0,737-524
4465,4.0,65.0,737-524
4466,4.0,2.0,737-524
4467,4.0,5.0,737-524
4468,4.0,18.0,737-524
4469,4.0,28.0,737-524
4470,4.0,60.0,737-524
4471,4.0,2.0,737-524
4480,4.0,1.0,737-524
4490,4.0,8.0,737-524
4491,4.0,68.0,737-524
4492,4.0,1.0,737-524
4493,4.0,50.0,737-524
4494,4.0,66.0,737-524
4496,4.0,4.0,737-524
4497,4.0,37.0,737-524
4498,4.0,11.0,737-524
4499,4.0,2.0,737-524
4501,4.0,65.0,737-524
4515,4.0,6.0,737-524
4516,4.0,6.0,737-524
4522,4.0,16.0,737-524
4523,4.0,3.0,737-524
4526,4.0,14.0,737-524
4528,4.0,1.0,737-524
4532,4.0,3.0,737-524
4542,4.0,4.0,737-524
4543,4.0,6.0,737-524
4545,4.0,30.0,737-524
4548,4.0,30.0,737-524
4549,4.0,21.0,737-524
4554,4.0,8.0,737-524
4555,4.0,24.0,737-524
4568,4.0,7.0,737-524
4573,4.0,7.0,737-524
4581,4.0,8.0,737-524
4584,4.0,2.0,737-524
4589,4.0,1.0,737-524
4590,4.0,299.0,737-524
4592,4.0,17.0,737-524
4594,4.0,33.0,737-524
4596,4.0,47.0,737-524
4598,4.0,1.0,737-524
4600,4.0,48.0,737-524
4611,4.0,106.0,737-524
4612,4.0,24.0,737-524
4615,4.0,15.0,737-524
4617,4.0,30.0,737-524
4619,4.0,10.0,737-524
4620,4.0,30.0,737-524
4621,4.0,61.0,737-524
4623,4.0,3.0,737-524
4627,4.0,35.0,737-524
4634,4.0,7.0,737-524
4636,4.0,3.0,737-524
4638,4.0,18.0,737-524
4639,4.0,14.0,737-524
4643,4.0,25.0,737-524
4648,4.0,32.0,737-524
4653,4.0,4.0,737-524
4657,4.0,3.0,737-524
4658,4.0,2.0,737-524
4659,4.0,26.0,737-524
4660,4.0,3.0,737-524
4665,4.0,8.0,737-524
4671,4.0,15.0,737-524
4677,4.0,47.0,737-524
4689,4.0,61.0,737-524
4691,4.0,4.0,737-524
4695,4.0,72.0,737-524
4706,4.0,4.0,737-524
4708,4.0,4.0,737-524
4710,4.0,33.0,737-524
4711,4.0,6.0,737-524
4712,4.0,528.0,737-524
4713,4.0,2.0,737-524
4720,4.0,9.0,737-524
4723,4.0,1.0,737-524
4735,4.0,6.0,737-524
4736,4.0,355.0,737-524
4737,4.0,15.0,737-524
4743,4.0,4.0,737-524
4744,4.0,30.0,737-524
4746,4.0,66.0,737-524
4747,4.0,7.0,737-524
4749,4.0,71.0,737-524
4751,4.0,9.0,737-524
4755,4.0,31.0,737-524
4758,4.0,38.0,737-524
4759,4.0,149.0,737-524
4760,4.0,209.0,737-524
4761,4.0,218.0,737-524
4762,4.0,244.0,737-524
4763,4.0,33.0,737-524
4767,4.0,9.0,737-524
4778,4.0,2.0,737-524
4782,4.0,9.0,737-524
4784,4.0,482.0,737-524
4790,4.0,9.0,737-524
4791,4.0,1.0,737-524
4796,4.0,9.0,737-524
4797,4.0,1.0,737-524
4799,4.0,6.0,737-524
4800,4.0,5.0,737-524
4804,4.0,16.0,737-524
4812,4.0,5.0,737-524
4815,4.0,2.0,737-524
4819,4.0,25.0,737-524
4829,4.0,1.0,737-524
4837,4.0,11.0,737-524
4849,4.0,4.0,737-524
4850,4.0,3.0,737-524
4852,4.0,5.0,737-524
4853,4.0,86.0,737-524
4854,4.0,32.0,737-524
4855,4.0,53.0,737-524
4867,4.0,181.0,737-524
4868,4.0,192.0,737-524
4869,4.0,220.0,737-524
4870,4.0,49.0,737-524
4872,4.0,145.0,737-524
4878,4.0,7.0,737-524
4882,4.0,5.0,737-524
4884,4.0,2.0,737-524
4886,4.0,1.0,737-524
4893,4.0,749.0,737-524
4895,4.0,1.0,737-524
4897,4.0,58.0,737-524
4907,4.0,11.0,737-524
4911,4.0,2.0,737-524
4913,4.0,1.0,737-524
4914,4.0,82.0,737-524
4916,4.0,4.0,737-524
4927,4.0,2.0,737-524
4940,4.0,205.0,737-524
4951,4.0,2.0,737-524
4954,4.0,40.0,737-524
4962,4.0,8.0,737-524
4963,4.0,8.0,737-524
4964,4.0,3.0,737-524
4968,4.0,30.0,737-524
4969,4.0,1.0,737-524
4971,4.0,4.0,737-524
4974,4.0,1.0,737-524
4978,4.0,3.0,737-524
4985,4.0,11.0,737-524
4986,4.0,20.0,737-524
4987,4.0,67.0,737-524
4988,4.0,60.0,737-524
4991,4.0,139.0,737-524
4992,4.0,15.0,737-524
4993,4.0,9.0,737-524
4994,4.0,2.0,737-524
4996,4.0,16.0,737-524
4997,4.0,229.0,737-524
5011,4.0,11.0,737-524
5012,4.0,14.0,737-524
5015,4.0,62.0,737-524
5027,4.0,101.0,737-524
5030,4.0,4.0,737-524
5033,4.0,321.0,737-524
5034,4.0,257.0,737-524
5036,4.0,8.0,737-524
5043,4.0,1.0,737-524
5045,4.0,22.0,737-524
5060,4.0,6.0,737-524
5082,4.0,5.0,737-524
5083,4.0,315.0,737-524
5086,4.0,289.0,737-524
5087,4.0,76.0,737-524
5089,4.0,215.0,737-524
5093,4.0,170.0,737-524
5097,4.0,11.0,737-524
5099,4.0,13.0,737-524
5102,4.0,1.0,737-524
5104,4.0,1.0,737-524
5105,4.0,35.0,737-524
5106,4.0,179.0,737-524
5118,4.0,35.0,737-524
5119,4.0,56.0,737-524
5120,4.0,83.0,737-524
5121,4.0,46.0,737-524
5122,4.0,97.0,737-524
5138,4.0,16.0,737-524
5139,4.0,3.0,737-524
5142,4.0,59.0,737-524
5143,4.0,29.0,737-524
5148,4.0,200.0,737-524
5149,4.0,267.0,737-524
5150,4.0,93.0,737-524
5151,4.0,403.0,737-524
5152,4.0,155.0,737-524
5153,4.0,438.0,737-524
5158,4.0,73.0,737-524
5160,4.0,67.0,737-524
5161,4.0,4.0,737-524
5162,4.0,5.0,737-524
5166,4.0,11.0,737-524
5171,4.0,237.0,737-524
5175,4.0,133.0,737-524
5177,4.0,225.0,737-524
5186,4.0,52.0,737-524
5188,4.0,221.0,737-524
5197,4.0,2.0,737-524
5206,4.0,27.0,737-524
5207,4.0,22.0,737-524
5208,4.0,1.0,737-524
5210,4.0,5.0,737-524
5216,4.0,8.0,737-524
5219,4.0,70.0,737-524
5228,4.0,5.0,737-524
5231,4.0,8.0,737-524
5236,4.0,31.0,737-524
5244,4.0,1.0,737-524
5245,4.0,255.0,737-524
5250,4.0,6.0,737-524
5253,4.0,1.0,737-524
5258,4.0,97.0,737-524
5261,4.0,149.0,737-524
5262,4.0,2.0,737-524
5263,4.0,50.0,737-524
5270,4.0,30.0,737-524
5271,4.0,11.0,737-524
5276,4.0,1.0,737-524
5277,4.0,11.0,737-524
5280,4.0,38.0,737-524
5289,4.0,16.0,737-524
5294,4.0,19.0,737-524
5295,4.0,2.0,737-524
5301,4.0,37.0,737-524
5302,4.0,13.0,737-524
5307,4.0,22.0,737-524
5313,4.0,352.0,737-524
5314,4.0,38.0,737-524
5316,4.0,58.0,737-524
5317,4.0,18.0,737-524
5328,4.0,17.0,737-524
5332,4.0,17.0,737-524
5333,4.0,7.0,737-524
5334,4.0,203.0,737-524
5339,4.0,28.0,737-524
5349,4.0,35.0,737-524
5354,4.0,3.0,737-524
5355,4.0,3.0,737-524
5358,4.0,5.0,737-524
5360,4.0,1.0,737-524
5361,4.0,11.0,737-524
5369,4.0,33.0,737-524
5370,4.0,303.0,737-524
5373,4.0,22.0,737-524
5375,4.0,315.0,737-524
5376,4.0,530.0,737-524
5377,4.0,29.0,737-524
5384,4.0,60.0,737-524
5388,4.0,1.0,737-524
5389,4.0,361.0,737-524
5392,4.0,10.0,737-524
5398,4.0,4.0,737-524
5399,4.0,54.0,737-524
5412,4.0,425.0,737-524
5413,4.0,30.0,737-524
5414,4.0,396.0,737-524
5415,4.0,312.0,737-524
5418,4.0,698.0,737-524
5423,4.0,1.0,737-524
5425,4.0,7.0,737-524
5431,4.0,15.0,737-524
5432,4.0,2.0,737-524
5433,4.0,14.0,737-524
5438,4.0,5.0,737-524
5439,4.0,118.0,737-524
5448,4.0,114.0,737-524
5450,4.0,46.0,737-524
5454,4.0,422.0,737-524
5459,4.0,282.0,737-524
5467,4.0,274.0,737-524
5469,4.0,24.0,737-524
5470,4.0,3.0,737-524
5486,4.0,188.0,737-524
5488,4.0,13.0,737-524
5495,4.0,1.0,737-524
5499,4.0,14.0,737-524
5503,4.0,11.0,737-524
5504,4.0,5.0,737-524
5508,4.0,135.0,737-524
5512,4.0,11.0,737-524
5517,4.0,7.0,737-524
5523,4.0,67.0,737-524
5536,4.0,21.0,737-524
5537,4.0,9.0,737-524
5538,4.0,42.0,737-524
5539,4.0,7.0,737-524
5543,4.0,2.0,737-524
5546,4.0,34.0,737-524
5559,4.0,7.0,737-524
5581,4.0,14.0,737-524
5582,4.0,7.0,737-524
5584,4.0,3.0,737-524
5585,4.0,21.0,737-524
5593,4.0,68.0,737-524
5598,4.0,5.0,737-524
5603,4.0,268.0,737-524
5606,4.0,39.0,737-524
5609,4.0,25.0,737-524
5611,4.0,137.0,737-524
5612,4.0,1.0,737-524
5618,4.0,1.0,737-524
5620,4.0,11.0,737-524
5621,4.0,23.0,737-524
5628,4.0,77.0,737-524
5639,4.0,58.0,737-524
5645,4.0,6.0,737-524
5646,4.0,7.0,737-524
5648,4.0,35.0,737-524
5649,4.0,21.0,737-524
5660,4.0,28.0,737-524
5661,4.0,30.0,737-524
5669,4.0,18.0,737-524
5671,4.0,13.0,737-524
5683,4.0,13.0,737-524
5684,4.0,19.0,737-524
5693,4.0,185.0,737-524
5696,4.0,528.0,737-524
5697,4.0,40.0,737-524
5703,4.0,60.0,737-524
5705,4.0,24.0,737-524
5706,4.0,100.0,737-524
5710,4.0,25.0,737-524
5711,4.0,4.0,737-524
5712,4.0,94.0,737-524
5715,4.0,19.0,737-524
5716,4.0,478.0,737-524
5724,4.0,91.0,737-524
5726,4.0,84.0,737-524
5734,4.0,3.0,737-524
5736,4.0,29.0,737-524
5745,4.0,21.0,737-524
