,age,delay_sum,model
186082,3.0,6.0,757-224
186083,3.0,58.0,757-224
186084,3.0,75.0,757-224
186086,3.0,21.0,757-224
186087,3.0,59.0,757-224
186088,3.0,20.0,757-224
186090,3.0,4.0,757-224
186091,3.0,34.0,757-224
186092,3.0,31.0,757-224
186094,3.0,40.0,757-224
186103,3.0,8.0,757-224
186106,3.0,22.0,757-224
186112,3.0,1.0,757-224
186113,3.0,12.0,757-224
186114,3.0,3.0,757-224
186119,3.0,9.0,757-224
186122,3.0,1.0,757-224
186128,3.0,28.0,757-224
186129,3.0,13.0,757-224
186131,3.0,40.0,757-224
186132,3.0,25.0,757-224
186133,3.0,77.0,757-224
186134,3.0,9.0,757-224
186135,3.0,8.0,757-224
186136,3.0,61.0,757-224
186137,3.0,10.0,757-224
186139,3.0,17.0,757-224
186140,3.0,4.0,757-224
186142,3.0,30.0,757-224
186143,3.0,75.0,757-224
186144,3.0,7.0,757-224
186146,3.0,37.0,757-224
186147,3.0,36.0,757-224
186148,3.0,3.0,757-224
186149,3.0,5.0,757-224
186156,3.0,15.0,757-224
186158,3.0,11.0,757-224
186159,3.0,31.0,757-224
186161,3.0,13.0,757-224
186163,3.0,23.0,757-224
186164,3.0,21.0,757-224
186165,3.0,61.0,757-224
186166,3.0,15.0,757-224
186167,3.0,11.0,757-224
186169,3.0,25.0,757-224
186170,3.0,1.0,757-224
186172,3.0,74.0,757-224
186175,3.0,114.0,757-224
186176,3.0,10.0,757-224
186178,3.0,96.0,757-224
186179,3.0,19.0,757-224
186180,3.0,12.0,757-224
186184,3.0,14.0,757-224
186185,3.0,30.0,757-224
186189,3.0,1.0,757-224
186191,3.0,46.0,757-224
186193,3.0,540.0,757-224
186195,3.0,8.0,757-224
186196,3.0,35.0,757-224
186198,3.0,49.0,757-224
186203,3.0,168.0,757-224
186205,3.0,61.0,757-224
186206,3.0,3.0,757-224
186208,3.0,230.0,757-224
186213,3.0,3.0,757-224
186216,3.0,13.0,757-224
186218,3.0,3.0,757-224
186220,3.0,6.0,757-224
186221,3.0,7.0,757-224
186222,3.0,12.0,757-224
186223,3.0,14.0,757-224
186224,3.0,61.0,757-224
186225,3.0,163.0,757-224
186227,3.0,1.0,757-224
186233,3.0,11.0,757-224
186235,3.0,5.0,757-224
186239,3.0,38.0,757-224
186245,3.0,27.0,757-224
186247,3.0,18.0,757-224
186251,3.0,9.0,757-224
186252,3.0,198.0,757-224
186253,3.0,2.0,757-224
186257,3.0,21.0,757-224
186258,3.0,2.0,757-224
186261,3.0,84.0,757-224
186262,3.0,83.0,757-224
186263,3.0,15.0,757-224
186264,3.0,5.0,757-224
186265,3.0,37.0,757-224
186266,3.0,14.0,757-224
186270,3.0,5.0,757-224
186272,3.0,25.0,757-224
186273,3.0,13.0,757-224
186274,3.0,40.0,757-224
186275,3.0,53.0,757-224
186278,3.0,1.0,757-224
186279,3.0,8.0,757-224
186280,3.0,177.0,757-224
186281,3.0,4.0,757-224
186285,3.0,70.0,757-224
186286,3.0,12.0,757-224
186288,3.0,110.0,757-224
186291,3.0,72.0,757-224
186293,3.0,7.0,757-224
186297,3.0,3.0,757-224
186299,3.0,121.0,757-224
186304,3.0,5.0,757-224
186307,3.0,44.0,757-224
186311,3.0,1.0,757-224
186312,3.0,13.0,757-224
186316,3.0,4.0,757-224
186318,3.0,31.0,757-224
186320,3.0,5.0,757-224
186321,3.0,73.0,757-224
186326,3.0,30.0,757-224
186327,3.0,2.0,757-224
186332,3.0,5.0,757-224
186338,3.0,20.0,757-224
186339,3.0,6.0,757-224
186343,3.0,75.0,757-224
186344,3.0,136.0,757-224
186345,3.0,3.0,757-224
186347,3.0,1.0,757-224
186350,3.0,42.0,757-224
186351,3.0,12.0,757-224
186356,3.0,7.0,757-224
186366,3.0,2.0,757-224
186368,3.0,53.0,757-224
186369,3.0,49.0,757-224
186371,3.0,2.0,757-224
186372,3.0,15.0,757-224
186373,3.0,8.0,757-224
186376,3.0,4.0,757-224
186379,3.0,8.0,757-224
186380,3.0,12.0,757-224
186381,3.0,7.0,757-224
186383,3.0,649.0,757-224
186385,3.0,150.0,757-224
186386,3.0,57.0,757-224
186387,3.0,1.0,757-224
186391,3.0,74.0,757-224
186392,3.0,184.0,757-224
186393,3.0,171.0,757-224
186394,3.0,30.0,757-224
186395,3.0,189.0,757-224
186396,3.0,156.0,757-224
186401,3.0,32.0,757-224
186402,3.0,110.0,757-224
186403,3.0,21.0,757-224
186406,3.0,4.0,757-224
186411,3.0,4.0,757-224
186415,3.0,107.0,757-224
186416,3.0,12.0,757-224
186417,3.0,3.0,757-224
186421,3.0,12.0,757-224
186424,3.0,5.0,757-224
186433,3.0,33.0,757-224
186436,3.0,39.0,757-224
186437,3.0,16.0,757-224
186438,3.0,3.0,757-224
186439,3.0,28.0,757-224
186440,3.0,32.0,757-224
186441,3.0,65.0,757-224
186442,3.0,18.0,757-224
186444,3.0,6.0,757-224
186446,3.0,1.0,757-224
186447,3.0,5.0,757-224
186448,3.0,28.0,757-224
186449,3.0,25.0,757-224
186451,3.0,3.0,757-224
186452,3.0,180.0,757-224
186454,3.0,208.0,757-224
186457,3.0,2.0,757-224
186458,3.0,9.0,757-224
186459,3.0,168.0,757-224
186460,3.0,10.0,757-224
186461,3.0,6.0,757-224
186462,3.0,39.0,757-224
186463,3.0,26.0,757-224
186465,3.0,5.0,757-224
186468,3.0,53.0,757-224
186470,3.0,64.0,757-224
186471,3.0,11.0,757-224
186472,3.0,50.0,757-224
186474,3.0,10.0,757-224
186475,3.0,21.0,757-224
186476,3.0,25.0,757-224
186478,3.0,390.0,757-224
186479,3.0,192.0,757-224
186483,3.0,13.0,757-224
186486,3.0,15.0,757-224
186488,3.0,49.0,757-224
186489,3.0,237.0,757-224
186497,3.0,16.0,757-224
186505,3.0,169.0,757-224
186506,3.0,12.0,757-224
186507,3.0,18.0,757-224
186508,3.0,126.0,757-224
186510,3.0,83.0,757-224
186511,3.0,23.0,757-224
186512,3.0,96.0,757-224
186513,3.0,5.0,757-224
186515,3.0,220.0,757-224
186516,3.0,14.0,757-224
186521,3.0,41.0,757-224
186523,3.0,59.0,757-224
186527,3.0,15.0,757-224
186534,3.0,8.0,757-224
186535,3.0,5.0,757-224
186537,3.0,11.0,757-224
186538,3.0,24.0,757-224
186539,3.0,48.0,757-224
186541,3.0,36.0,757-224
186542,3.0,2.0,757-224
186545,3.0,156.0,757-224
186549,3.0,20.0,757-224
186551,3.0,28.0,757-224
186552,3.0,52.0,757-224
186553,3.0,25.0,757-224
186555,3.0,47.0,757-224
186557,3.0,13.0,757-224
186559,3.0,8.0,757-224
186567,3.0,22.0,757-224
186569,3.0,8.0,757-224
186572,3.0,11.0,757-224
186580,3.0,54.0,757-224
186591,3.0,3.0,757-224
186596,3.0,1.0,757-224
186600,3.0,41.0,757-224
186603,3.0,19.0,757-224
186605,3.0,166.0,757-224
186607,3.0,34.0,757-224
186609,3.0,9.0,757-224
186611,3.0,101.0,757-224
186614,3.0,133.0,757-224
186619,3.0,111.0,757-224
186620,3.0,71.0,757-224
186623,3.0,9.0,757-224
186625,3.0,1.0,757-224
186626,3.0,9.0,757-224
186628,3.0,18.0,757-224
186629,3.0,14.0,757-224
186630,3.0,3.0,757-224
186632,3.0,68.0,757-224
186635,3.0,60.0,757-224
186636,3.0,87.0,757-224
186637,3.0,1.0,757-224
186638,3.0,4.0,757-224
186641,3.0,5.0,757-224
186642,3.0,12.0,757-224
186645,3.0,96.0,757-224
186647,3.0,67.0,757-224
186649,3.0,12.0,757-224
186651,3.0,1.0,757-224
186654,3.0,20.0,757-224
186655,3.0,9.0,757-224
186657,3.0,51.0,757-224
186658,3.0,34.0,757-224
186659,3.0,1.0,757-224
186663,3.0,16.0,757-224
186666,3.0,4.0,757-224
186667,3.0,6.0,757-224
186668,3.0,7.0,757-224
186670,3.0,48.0,757-224
186671,3.0,18.0,757-224
186672,3.0,25.0,757-224
186680,3.0,31.0,757-224
186683,3.0,25.0,757-224
186685,3.0,7.0,757-224
186686,3.0,7.0,757-224
186688,3.0,11.0,757-224
186691,3.0,36.0,757-224
186692,3.0,7.0,757-224
186693,3.0,56.0,757-224
186694,3.0,10.0,757-224
186695,3.0,54.0,757-224
186697,3.0,21.0,757-224
186698,3.0,54.0,757-224
186699,3.0,7.0,757-224
186704,3.0,36.0,757-224
186707,3.0,6.0,757-224
186710,3.0,24.0,757-224
186713,3.0,1.0,757-224
186714,3.0,9.0,757-224
186715,3.0,53.0,757-224
186723,3.0,5.0,757-224
186724,3.0,3.0,757-224
186725,3.0,2.0,757-224
186726,3.0,12.0,757-224
186727,3.0,9.0,757-224
186733,3.0,17.0,757-224
186735,3.0,8.0,757-224
186737,3.0,48.0,757-224
186738,3.0,22.0,757-224
186739,3.0,28.0,757-224
186740,3.0,4.0,757-224
186742,3.0,15.0,757-224
186743,3.0,1.0,757-224
186746,3.0,7.0,757-224
186748,3.0,18.0,757-224
186752,3.0,55.0,757-224
186753,3.0,5.0,757-224
186755,3.0,3.0,757-224
186756,3.0,18.0,757-224
186761,3.0,3.0,757-224
186762,3.0,27.0,757-224
186763,3.0,49.0,757-224
186764,3.0,11.0,757-224
186766,3.0,7.0,757-224
186767,3.0,4.0,757-224
186768,3.0,37.0,757-224
186769,3.0,48.0,757-224
186771,3.0,11.0,757-224
186772,3.0,23.0,757-224
186773,3.0,4.0,757-224
186774,3.0,5.0,757-224
186775,3.0,50.0,757-224
186777,3.0,41.0,757-224
186778,3.0,12.0,757-224
186779,3.0,30.0,757-224
186780,3.0,47.0,757-224
186781,3.0,12.0,757-224
186782,3.0,25.0,757-224
186783,3.0,43.0,757-224
186787,3.0,47.0,757-224
186788,3.0,8.0,757-224
186789,3.0,4.0,757-224
186790,3.0,60.0,757-224
186792,3.0,38.0,757-224
186793,3.0,5.0,757-224
186794,3.0,12.0,757-224
186797,3.0,5.0,757-224
186798,3.0,241.0,757-224
186801,3.0,2.0,757-224
186804,3.0,9.0,757-224
186810,3.0,12.0,757-224
186812,3.0,79.0,757-224
186814,3.0,25.0,757-224
186816,3.0,114.0,757-224
186817,3.0,10.0,757-224
186818,3.0,3.0,757-224
186819,3.0,22.0,757-224
186820,3.0,25.0,757-224
186821,3.0,39.0,757-224
186823,3.0,162.0,757-224
186824,3.0,40.0,757-224
186825,3.0,9.0,757-224
186827,3.0,1.0,757-224
186828,3.0,26.0,757-224
186829,3.0,34.0,757-224
186833,3.0,16.0,757-224
186835,3.0,107.0,757-224
186837,3.0,153.0,757-224
186838,3.0,1.0,757-224
186839,3.0,40.0,757-224
186842,3.0,56.0,757-224
186844,3.0,103.0,757-224
186845,3.0,13.0,757-224
186847,3.0,58.0,757-224
186848,3.0,35.0,757-224
186853,3.0,30.0,757-224
186854,3.0,42.0,757-224
186858,3.0,2.0,757-224
186861,3.0,20.0,757-224
186863,3.0,56.0,757-224
186865,3.0,8.0,757-224
186866,3.0,20.0,757-224
186868,3.0,7.0,757-224
186869,3.0,7.0,757-224
186870,3.0,50.0,757-224
186874,3.0,25.0,757-224
186876,3.0,241.0,757-224
186877,3.0,56.0,757-224
186878,3.0,67.0,757-224
186879,3.0,8.0,757-224
186884,3.0,18.0,757-224
186885,3.0,2.0,757-224
186886,3.0,39.0,757-224
186887,3.0,14.0,757-224
186888,3.0,6.0,757-224
186893,3.0,82.0,757-224
186894,3.0,40.0,757-224
186896,3.0,63.0,757-224
186897,3.0,7.0,757-224
186900,3.0,9.0,757-224
186902,3.0,3.0,757-224
186903,3.0,12.0,757-224
186904,3.0,33.0,757-224
186905,3.0,9.0,757-224
186906,3.0,6.0,757-224
186907,3.0,6.0,757-224
186908,3.0,61.0,757-224
186914,3.0,43.0,757-224
186915,3.0,27.0,757-224
186917,3.0,3.0,757-224
186923,3.0,6.0,757-224
186925,3.0,37.0,757-224
186926,3.0,13.0,757-224
186927,3.0,13.0,757-224
186928,3.0,13.0,757-224
186929,3.0,13.0,757-224
186931,3.0,10.0,757-224
186932,3.0,33.0,757-224
186937,3.0,85.0,757-224
186938,3.0,10.0,757-224
186940,3.0,36.0,757-224
186942,3.0,4.0,757-224
186943,3.0,106.0,757-224
186944,3.0,7.0,757-224
186945,3.0,51.0,757-224
186948,3.0,250.0,757-224
186949,3.0,187.0,757-224
186950,3.0,133.0,757-224
186951,3.0,11.0,757-224
186954,3.0,10.0,757-224
186955,3.0,187.0,757-224
186956,3.0,134.0,757-224
186957,3.0,24.0,757-224
186958,3.0,6.0,757-224
186964,3.0,25.0,757-224
186965,3.0,11.0,757-224
186966,3.0,5.0,757-224
186968,3.0,8.0,757-224
186973,3.0,64.0,757-224
186974,3.0,19.0,757-224
186975,3.0,38.0,757-224
186976,3.0,23.0,757-224
186977,3.0,90.0,757-224
186978,3.0,1.0,757-224
186980,3.0,2.0,757-224
186981,3.0,9.0,757-224
186985,3.0,15.0,757-224
186987,3.0,41.0,757-224
186988,3.0,17.0,757-224
186989,3.0,69.0,757-224
186991,3.0,63.0,757-224
186995,3.0,16.0,757-224
186996,3.0,19.0,757-224
186997,3.0,26.0,757-224
186998,3.0,65.0,757-224
187002,3.0,1.0,757-224
187008,3.0,19.0,757-224
187013,3.0,5.0,757-224
187014,3.0,7.0,757-224
187015,3.0,398.0,757-224
187016,3.0,352.0,757-224
187019,3.0,4.0,757-224
187020,3.0,12.0,757-224
187021,3.0,5.0,757-224
187023,3.0,18.0,757-224
187028,3.0,7.0,757-224
187032,3.0,5.0,757-224
187033,3.0,9.0,757-224
187035,3.0,52.0,757-224
187037,3.0,8.0,757-224
187038,3.0,4.0,757-224
187039,3.0,17.0,757-224
187042,3.0,15.0,757-224
187044,3.0,39.0,757-224
187049,3.0,286.0,757-224
187051,3.0,15.0,757-224
187054,3.0,303.0,757-224
187055,3.0,15.0,757-224
187057,3.0,40.0,757-224
187059,3.0,35.0,757-224
187060,3.0,6.0,757-224
187061,3.0,209.0,757-224
187062,3.0,79.0,757-224
187063,3.0,44.0,757-224
187064,3.0,11.0,757-224
187068,3.0,118.0,757-224
187070,3.0,96.0,757-224
187072,3.0,297.0,757-224
187073,3.0,43.0,757-224
187075,3.0,1.0,757-224
187077,3.0,17.0,757-224
187078,3.0,6.0,757-224
187080,3.0,1.0,757-224
187081,3.0,6.0,757-224
187085,3.0,4.0,757-224
187089,3.0,7.0,757-224
187091,3.0,6.0,757-224
187103,3.0,84.0,757-224
187104,3.0,15.0,757-224
187108,3.0,15.0,757-224
187113,3.0,90.0,757-224
187114,3.0,7.0,757-224
187116,3.0,14.0,757-224
187118,3.0,6.0,757-224
187121,3.0,19.0,757-224
187128,3.0,121.0,757-224
187129,3.0,3.0,757-224
