,UniqueCarrier,Description,Origin,Distance,lat,long
325,AA,American Airlines Inc.,CLT,905.3382191000568,35.21401111,-80.94312583
326,B6,JetBlue Airways,CLT,559.8097233864208,35.21401111,-80.94312583
327,CO,Continental Air Lines Inc.,CLT,673.7179747569999,35.21401111,-80.94312583
328,DH,Independence Air,CLT,344.3928809492068,35.21401111,-80.94312583
329,DL,Delta Air Lines Inc.,CLT,240.9111412373675,35.21401111,-80.94312583
330,EV,Atlantic Southeast Airlines,CLT,264.76808834729627,35.21401111,-80.94312583
331,F9,Frontier Airlines Inc.,CLT,1774.0,35.21401111,-80.94312583
332,FL,AirTran Airways Corporation,CLT,321.794578313253,35.21401111,-80.94312583
333,MQ,American Eagle Airlines Inc.,CLT,626.8588294398393,35.21401111,-80.94312583
334,NW,Northwest Airlines Inc.,CLT,647.0317660179156,35.21401111,-80.94312583
335,OH,Comair Inc.,CLT,412.177539223782,35.21401111,-80.94312583
336,OO,Skywest Airlines Inc.,CLT,649.5820895522388,35.21401111,-80.94312583
337,TW,Trans World Airways LLC,CLT,572.7698325388094,35.21401111,-80.94312583
338,TZ,ATA Airlines d/b/a ATA,CLT,584.0,35.21401111,-80.94312583
339,UA,United Air Lines Inc.,CLT,705.554919263988,35.21401111,-80.94312583
340,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,539.2516563726318,35.21401111,-80.94312583
341,XE,Expressjet Airlines Inc.,CLT,648.5173017024363,35.21401111,-80.94312583
342,YV,Mesa Airlines Inc.,CLT,432.7042083659522,35.21401111,-80.94312583
343,9E,Pinnacle Airlines Inc.,CMH,306.23960216998194,39.99798528,-82.89188278
344,AA,American Airlines Inc.,CMH,813.4274367868094,39.99798528,-82.89188278
345,B6,JetBlue Airways,CMH,517.4712175241976,39.99798528,-82.89188278
346,CO,Continental Air Lines Inc.,CMH,736.4645557655955,39.99798528,-82.89188278
347,DH,Independence Air,CMH,291.60177705977384,39.99798528,-82.89188278
348,DL,Delta Air Lines Inc.,CMH,419.2029976489028,39.99798528,-82.89188278
349,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),CMH,1014.1818318018378,39.99798528,-82.89188278
350,MQ,American Eagle Airlines Inc.,CMH,467.092162035049,39.99798528,-82.89188278
351,NW,Northwest Airlines Inc.,CMH,367.82156570801664,39.99798528,-82.89188278
352,OH,Comair Inc.,CMH,367.90725806451616,39.99798528,-82.89188278
353,OO,Skywest Airlines Inc.,CMH,465.17931367810536,39.99798528,-82.89188278
354,TW,Trans World Airways LLC,CMH,410.0,39.99798528,-82.89188278
355,UA,United Air Lines Inc.,CMH,518.0356760960435,39.99798528,-82.89188278
356,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CMH,407.63096817562666,39.99798528,-82.89188278
357,WN,Southwest Airlines Co.,CMH,558.6089599246471,39.99798528,-82.89188278
358,XE,Expressjet Airlines Inc.,CMH,420.5620019363968,39.99798528,-82.89188278
359,YV,Mesa Airlines Inc.,CMH,346.0,39.99798528,-82.89188278
360,9E,Pinnacle Airlines Inc.,CMX,277.0,47.16841722,-88.48906083
361,9E,Pinnacle Airlines Inc.,COS,725.0,38.80580556,-104.70025
362,AA,American Airlines Inc.,COS,622.5048562548562,38.80580556,-104.70025
363,CO,Continental Air Lines Inc.,COS,914.3939393939394,38.80580556,-104.70025
364,DH,Independence Air,COS,911.0,38.80580556,-104.70025
365,DL,Delta Air Lines Inc.,COS,828.579758476075,38.80580556,-104.70025
366,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),COS,554.5253876198367,38.80580556,-104.70025
367,MQ,American Eagle Airlines Inc.,COS,911.0,38.80580556,-104.70025
368,NW,Northwest Airlines Inc.,COS,761.3018773716797,38.80580556,-104.70025
369,OH,Comair Inc.,COS,1078.0,38.80580556,-104.70025
370,OO,Skywest Airlines Inc.,COS,508.5188651934768,38.80580556,-104.70025
371,TW,Trans World Airways LLC,COS,774.0,38.80580556,-104.70025
372,UA,United Air Lines Inc.,COS,273.16566241489943,38.80580556,-104.70025
373,XE,Expressjet Airlines Inc.,COS,813.3238105131934,38.80580556,-104.70025
374,YV,Mesa Airlines Inc.,COS,361.016501650165,38.80580556,-104.70025
375,9E,Pinnacle Airlines Inc.,CPR,674.0,42.90835556,-106.4644661
376,OO,Skywest Airlines Inc.,CPR,276.41532454856025,42.90835556,-106.4644661
377,YV,Mesa Airlines Inc.,CPR,230.0,42.90835556,-106.4644661
378,9E,Pinnacle Airlines Inc.,CVG,376.5868300153139,39.04614278,-84.6621725
379,AA,American Airlines Inc.,CVG,811.1859716859717,39.04614278,-84.6621725
380,CO,Continental Air Lines Inc.,CVG,618.3124050632912,39.04614278,-84.6621725
381,DH,Independence Air,CVG,261.16640719296095,39.04614278,-84.6621725
382,DL,Delta Air Lines Inc.,CVG,784.8971414066292,39.04614278,-84.6621725
383,EV,Atlantic Southeast Airlines,CVG,434.33378792095743,39.04614278,-84.6621725
384,MQ,American Eagle Airlines Inc.,CVG,497.0055190230155,39.04614278,-84.6621725
385,NW,Northwest Airlines Inc.,CVG,436.9229127432517,39.04614278,-84.6621725
386,OH,Comair Inc.,CVG,434.1835400248489,39.04614278,-84.6621725
387,OO,Skywest Airlines Inc.,CVG,493.3263800559654,39.04614278,-84.6621725
388,TW,Trans World Airways LLC,CVG,306.9655807365439,39.04614278,-84.6621725
389,UA,United Air Lines Inc.,CVG,264.0482469283788,39.04614278,-84.6621725
390,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CVG,256.0,39.04614278,-84.6621725
391,XE,Expressjet Airlines Inc.,CVG,686.3935261799166,39.04614278,-84.6621725
392,YV,Mesa Airlines Inc.,CVG,335.0,39.04614278,-84.6621725
393,9E,Pinnacle Airlines Inc.,CWA,322.69415292353824,44.77761917,-89.66677944
394,OO,Skywest Airlines Inc.,CWA,212.94046903187007,44.77761917,-89.66677944
395,YV,Mesa Airlines Inc.,CWA,213.0,44.77761917,-89.66677944
396,9E,Pinnacle Airlines Inc.,DAY,328.6634787806336,39.90237583,-84.219375
397,AA,American Airlines Inc.,DAY,820.727002967359,39.90237583,-84.219375
398,CO,Continental Air Lines Inc.,DAY,532.3383233532934,39.90237583,-84.219375
399,DH,Independence Air,DAY,218.8698123934053,39.90237583,-84.219375
400,DL,Delta Air Lines Inc.,DAY,432.0,39.90237583,-84.219375
401,EV,Atlantic Southeast Airlines,DAY,419.76791208791207,39.90237583,-84.219375
402,F9,Frontier Airlines Inc.,DAY,1084.0,39.90237583,-84.219375
403,FL,AirTran Airways Corporation,DAY,489.7286803610333,39.90237583,-84.219375
404,MQ,American Eagle Airlines Inc.,DAY,373.9009326947315,39.90237583,-84.219375
405,NW,Northwest Airlines Inc.,DAY,423.7458203876313,39.90237583,-84.219375
406,OH,Comair Inc.,DAY,133.97407407407408,39.90237583,-84.219375
407,OO,Skywest Airlines Inc.,DAY,288.09916367980884,39.90237583,-84.219375
408,TW,Trans World Airways LLC,DAY,338.0,39.90237583,-84.219375
409,UA,United Air Lines Inc.,DAY,240.0,39.90237583,-84.219375
410,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),DAY,345.3995224491536,39.90237583,-84.219375
411,XE,Expressjet Airlines Inc.,DAY,485.5975391498881,39.90237583,-84.219375
412,YV,Mesa Airlines Inc.,DAY,391.0,39.90237583,-84.219375
413,9E,Pinnacle Airlines Inc.,DCA,586.4941451990633,38.85208333,-77.03772222
414,AA,American Airlines Inc.,DCA,903.963161673623,38.85208333,-77.03772222
415,AS,Alaska Airlines Inc.,DCA,2324.108408471377,38.85208333,-77.03772222
416,CO,Continental Air Lines Inc.,DCA,648.204172574438,38.85208333,-77.03772222
417,DH,Independence Air,DCA,213.7734375,38.85208333,-77.03772222
418,DL,Delta Air Lines Inc.,DCA,438.2767646496206,38.85208333,-77.03772222
419,EV,Atlantic Southeast Airlines,DCA,835.0518675871836,38.85208333,-77.03772222
420,F9,Frontier Airlines Inc.,DCA,1476.0,38.85208333,-77.03772222
421,FL,AirTran Airways Corporation,DCA,624.2085079365079,38.85208333,-77.03772222
422,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),DCA,1215.2586238035035,38.85208333,-77.03772222
423,MQ,American Eagle Airlines Inc.,DCA,290.01163369859114,38.85208333,-77.03772222
424,NW,Northwest Airlines Inc.,DCA,662.8400452518107,38.85208333,-77.03772222
425,OH,Comair Inc.,DCA,435.5638503892159,38.85208333,-77.03772222
426,TW,Trans World Airways LLC,DCA,660.1514584479912,38.85208333,-77.03772222
427,TZ,ATA Airlines d/b/a ATA,DCA,601.0,38.85208333,-77.03772222
428,UA,United Air Lines Inc.,DCA,639.9445502575398,38.85208333,-77.03772222
429,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),DCA,453.3884975615083,38.85208333,-77.03772222
430,XE,Expressjet Airlines Inc.,DCA,298.79080641680457,38.85208333,-77.03772222
431,YV,Mesa Airlines Inc.,DCA,412.7626262626263,38.85208333,-77.03772222
432,9E,Pinnacle Airlines Inc.,DEN,872.0,39.85840806,-104.6670019
433,AA,American Airlines Inc.,DEN,804.0114096312585,39.85840806,-104.6670019
434,AS,Alaska Airlines Inc.,DEN,1060.28815312985,39.85840806,-104.6670019
435,B6,JetBlue Airways,DEN,1664.9565217391305,39.85840806,-104.6670019
436,CO,Continental Air Lines Inc.,DEN,1120.4126990209415,39.85840806,-104.6670019
437,DL,Delta Air Lines Inc.,DEN,914.3515543834412,39.85840806,-104.6670019
438,EV,Atlantic Southeast Airlines,DEN,651.4563695753617,39.85840806,-104.6670019
439,F9,Frontier Airlines Inc.,DEN,900.9927810098092,39.85840806,-104.6670019
440,FL,AirTran Airways Corporation,DEN,1199.0,39.85840806,-104.6670019
441,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),DEN,607.8594939244225,39.85840806,-104.6670019
442,NW,Northwest Airlines Inc.,DEN,831.9580476418731,39.85840806,-104.6670019
443,OH,Comair Inc.,DEN,1068.2112341772151,39.85840806,-104.6670019
444,OO,Skywest Airlines Inc.,DEN,557.7098303250413,39.85840806,-104.6670019
445,TW,Trans World Airways LLC,DEN,782.7642689026184,39.85840806,-104.6670019
446,TZ,ATA Airlines d/b/a ATA,DEN,867.0359233097881,39.85840806,-104.6670019
447,UA,United Air Lines Inc.,DEN,907.9460856063632,39.85840806,-104.6670019
448,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),DEN,1291.1598895769605,39.85840806,-104.6670019
449,WN,Southwest Airlines Co.,DEN,765.3323756040224,39.85840806,-104.6670019
450,XE,Expressjet Airlines Inc.,DEN,1013.3327908869,39.85840806,-104.6670019
451,YV,Mesa Airlines Inc.,DEN,283.21867531580745,39.85840806,-104.6670019
452,9E,Pinnacle Airlines Inc.,DFW,581.578947368421,32.89595056,-97.0372
453,AA,American Airlines Inc.,DFW,952.5158914814492,32.89595056,-97.0372
454,AS,Alaska Airlines Inc.,DFW,1660.0,32.89595056,-97.0372
455,CO,Continental Air Lines Inc.,DFW,632.5842171549781,32.89595056,-97.0372
456,DL,Delta Air Lines Inc.,DFW,906.7800509377944,32.89595056,-97.0372
457,EV,Atlantic Southeast Airlines,DFW,535.3096121057118,32.89595056,-97.0372
458,F9,Frontier Airlines Inc.,DFW,641.0,32.89595056,-97.0372
459,FL,AirTran Airways Corporation,DFW,866.2170601675552,32.89595056,-97.0372
460,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),DFW,919.2320751026796,32.89595056,-97.0372
461,MQ,American Eagle Airlines Inc.,DFW,386.5092766665909,32.89595056,-97.0372
462,NW,Northwest Airlines Inc.,DFW,824.2129943700388,32.89595056,-97.0372
463,OH,Comair Inc.,DFW,822.2564102564103,32.89595056,-97.0372
464,OO,Skywest Airlines Inc.,DFW,594.7414481680847,32.89595056,-97.0372
465,TW,Trans World Airways LLC,DFW,543.0619615639496,32.89595056,-97.0372
466,TZ,ATA Airlines d/b/a ATA,DFW,795.425422705314,32.89595056,-97.0372
467,UA,United Air Lines Inc.,DFW,835.6814587943225,32.89595056,-97.0372
468,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),DFW,1070.707833520455,32.89595056,-97.0372
469,XE,Expressjet Airlines Inc.,DFW,588.9460108511963,32.89595056,-97.0372
470,YV,Mesa Airlines Inc.,DFW,914.9065981148244,32.89595056,-97.0372
471,9E,Pinnacle Airlines Inc.,DLH,399.1198668146504,46.84209028,-92.19364861
472,MQ,American Eagle Airlines Inc.,DLH,397.0,46.84209028,-92.19364861
473,NW,Northwest Airlines Inc.,DLH,144.11651625210948,46.84209028,-92.19364861
474,9E,Pinnacle Airlines Inc.,DSM,455.58389963408257,41.53493306,-93.66068222
475,AA,American Airlines Inc.,DSM,528.1295893982185,41.53493306,-93.66068222
476,DH,Independence Air,DSM,299.0,41.53493306,-93.66068222
477,EV,Atlantic Southeast Airlines,DSM,712.561143984221,41.53493306,-93.66068222
478,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),DSM,1149.0,41.53493306,-93.66068222
479,MQ,American Eagle Airlines Inc.,DSM,428.4651525090193,41.53493306,-93.66068222
480,NW,Northwest Airlines Inc.,DSM,307.98525575592606,41.53493306,-93.66068222
481,OH,Comair Inc.,DSM,547.1394464720195,41.53493306,-93.66068222
482,OO,Skywest Airlines Inc.,DSM,520.48779296875,41.53493306,-93.66068222
483,TW,Trans World Airways LLC,DSM,260.15209847984136,41.53493306,-93.66068222
484,UA,United Air Lines Inc.,DSM,441.45300462249617,41.53493306,-93.66068222
485,XE,Expressjet Airlines Inc.,DSM,829.6700979161436,41.53493306,-93.66068222
486,YV,Mesa Airlines Inc.,DSM,692.0693950177936,41.53493306,-93.66068222
487,9E,Pinnacle Airlines Inc.,DTW,403.6162971839425,42.21205889,-83.34883583
488,AA,American Airlines Inc.,DTW,651.6139586660859,42.21205889,-83.34883583
489,CO,Continental Air Lines Inc.,DTW,819.0426654937321,42.21205889,-83.34883583
490,DH,Independence Air,DTW,373.1914580265096,42.21205889,-83.34883583
491,DL,Delta Air Lines Inc.,DTW,643.4988774378534,42.21205889,-83.34883583
492,EV,Atlantic Southeast Airlines,DTW,645.2763734411864,42.21205889,-83.34883583
493,F9,Frontier Airlines Inc.,DTW,1123.0,42.21205889,-83.34883583
494,FL,AirTran Airways Corporation,DTW,718.8879097638351,42.21205889,-83.34883583
495,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),DTW,1667.231369633897,42.21205889,-83.34883583
496,MQ,American Eagle Airlines Inc.,DTW,476.9170117608084,42.21205889,-83.34883583
497,NW,Northwest Airlines Inc.,DTW,631.9881507545235,42.21205889,-83.34883583
498,OH,Comair Inc.,DTW,309.6485042735043,42.21205889,-83.34883583
499,OO,Skywest Airlines Inc.,DTW,503.2428884026258,42.21205889,-83.34883583
500,TW,Trans World Airways LLC,DTW,455.5968650502082,42.21205889,-83.34883583
501,UA,United Air Lines Inc.,DTW,511.8753638787642,42.21205889,-83.34883583
502,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),DTW,536.4424264796357,42.21205889,-83.34883583
503,WN,Southwest Airlines Co.,DTW,394.828884298615,42.21205889,-83.34883583
504,XE,Expressjet Airlines Inc.,DTW,380.5609375,42.21205889,-83.34883583
505,YV,Mesa Airlines Inc.,DTW,424.027637033625,42.21205889,-83.34883583
506,9E,Pinnacle Airlines Inc.,EAU,85.0,44.86525722,-91.48507194
507,9E,Pinnacle Airlines Inc.,ELM,331.0,42.15991361,-76.89144333
508,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ELM,162.69773670818267,42.15991361,-76.89144333
509,9E,Pinnacle Airlines Inc.,ERI,163.0,42.08202139,-80.17621556
510,DH,Independence Air,ERI,316.0,42.08202139,-80.17621556
511,EV,Atlantic Southeast Airlines,ERI,626.0,42.08202139,-80.17621556
512,OH,Comair Inc.,ERI,316.0,42.08202139,-80.17621556
513,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ERI,109.0,42.08202139,-80.17621556
514,XE,Expressjet Airlines Inc.,ERI,98.0,42.08202139,-80.17621556
515,9E,Pinnacle Airlines Inc.,EVV,324.625,38.03799139,-87.53062667
516,DH,Independence Air,EVV,170.0,38.03799139,-87.53062667
517,EV,Atlantic Southeast Airlines,EVV,339.53052666890306,38.03799139,-87.53062667
518,MQ,American Eagle Airlines Inc.,EVV,298.1352624495289,38.03799139,-87.53062667
519,OH,Comair Inc.,EVV,202.0595487932844,38.03799139,-87.53062667
520,9E,Pinnacle Airlines Inc.,FAR,223.0,46.91934889,-96.81498889
521,DH,Independence Air,FAR,557.0,46.91934889,-96.81498889
522,NW,Northwest Airlines Inc.,FAR,228.3686529006883,46.91934889,-96.81498889
523,OO,Skywest Airlines Inc.,FAR,621.7651842701256,46.91934889,-96.81498889
524,9E,Pinnacle Airlines Inc.,FCA,1026.0,48.31140472,-114.2550694
525,DL,Delta Air Lines Inc.,FCA,404.6689078141342,48.31140472,-114.2550694
526,EV,Atlantic Southeast Airlines,FCA,532.0,48.31140472,-114.2550694
527,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),FCA,1033.0,48.31140472,-114.2550694
528,NW,Northwest Airlines Inc.,FCA,458.0855876509247,48.31140472,-114.2550694
529,OO,Skywest Airlines Inc.,FCA,543.8860611223512,48.31140472,-114.2550694
530,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),FCA,1033.0,48.31140472,-114.2550694
531,XE,Expressjet Airlines Inc.,FCA,532.0,48.31140472,-114.2550694
532,YV,Mesa Airlines Inc.,FCA,1033.0,48.31140472,-114.2550694
533,9E,Pinnacle Airlines Inc.,FLL,1005.0,26.07258333,-80.15275
534,AA,American Airlines Inc.,FLL,1236.5740390585313,26.07258333,-80.15275
535,B6,JetBlue Airways,FLL,1148.8144245596,26.07258333,-80.15275
536,CO,Continental Air Lines Inc.,FLL,1028.871225621638,26.07258333,-80.15275
537,DL,Delta Air Lines Inc.,FLL,916.2268633093526,26.07258333,-80.15275
538,EV,Atlantic Southeast Airlines,FLL,881.2083333333334,26.07258333,-80.15275
539,F9,Frontier Airlines Inc.,FLL,1673.2496285289749,26.07258333,-80.15275
540,FL,AirTran Airways Corporation,FLL,755.8316212594908,26.07258333,-80.15275
541,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),FLL,2037.9763668430328,26.07258333,-80.15275
542,MQ,American Eagle Airlines Inc.,FLL,680.0,26.07258333,-80.15275
543,NW,Northwest Airlines Inc.,FLL,1142.691551724138,26.07258333,-80.15275
544,OH,Comair Inc.,FLL,608.3499425067075,26.07258333,-80.15275
545,OO,Skywest Airlines Inc.,FLL,923.921052631579,26.07258333,-80.15275
546,TW,Trans World Airways LLC,FLL,1021.3621858379393,26.07258333,-80.15275
547,TZ,ATA Airlines d/b/a ATA,FLL,1117.6967329545455,26.07258333,-80.15275
548,UA,United Air Lines Inc.,FLL,1214.4574952907578,26.07258333,-80.15275
549,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),FLL,917.0796031722458,26.07258333,-80.15275
550,WN,Southwest Airlines Co.,FLL,456.065932596291,26.07258333,-80.15275
551,XE,Expressjet Airlines Inc.,FLL,1062.0,26.07258333,-80.15275
552,9E,Pinnacle Airlines Inc.,FNT,220.26451612903224,42.96550333,-83.74345639
553,DH,Independence Air,FNT,275.0,42.96550333,-83.74345639
554,EV,Atlantic Southeast Airlines,FNT,629.0529531568228,42.96550333,-83.74345639
555,FL,AirTran Airways Corporation,FNT,774.3923692887423,42.96550333,-83.74345639
556,MQ,American Eagle Airlines Inc.,FNT,268.1183533447684,42.96550333,-83.74345639
557,NW,Northwest Airlines Inc.,FNT,228.35593022577447,42.96550333,-83.74345639
558,OH,Comair Inc.,FNT,377.5089635854342,42.96550333,-83.74345639
559,9E,Pinnacle Airlines Inc.,FSD,197.0,43.58135111,-96.74170028
560,DH,Independence Air,FSD,462.0,43.58135111,-96.74170028
561,EV,Atlantic Southeast Airlines,FSD,954.0,43.58135111,-96.74170028
562,MQ,American Eagle Airlines Inc.,FSD,462.0,43.58135111,-96.74170028
563,NW,Northwest Airlines Inc.,FSD,201.3151469971579,43.58135111,-96.74170028
564,OH,Comair Inc.,FSD,704.3624281609195,43.58135111,-96.74170028
565,OO,Skywest Airlines Inc.,FSD,492.3533572328263,43.58135111,-96.74170028
566,TW,Trans World Airways LLC,FSD,469.188843314192,43.58135111,-96.74170028
567,UA,United Air Lines Inc.,FSD,478.2582180911358,43.58135111,-96.74170028
568,YV,Mesa Airlines Inc.,FSD,500.1593927893738,43.58135111,-96.74170028
569,9E,Pinnacle Airlines Inc.,FSM,249.0,35.33659028,-94.36744111
570,EV,Atlantic Southeast Airlines,FSM,579.0,35.33659028,-94.36744111
571,MQ,American Eagle Airlines Inc.,FSM,228.0,35.33659028,-94.36744111
572,9E,Pinnacle Airlines Inc.,FWA,128.0,40.97846583,-85.19514639
573,DH,Independence Air,FWA,142.86969353007945,40.97846583,-85.19514639
574,DL,Delta Air Lines Inc.,FWA,242.09849246231155,40.97846583,-85.19514639
575,EV,Atlantic Southeast Airlines,FWA,494.5285551763368,40.97846583,-85.19514639
