,tailnum,Distance,CRSElapsedTime,aircraft_type,engine_type,model,manufacturer
103,N12519,451.5040171397965,94.73754686663096,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
104,N12528,461.5230014583057,95.97905342701843,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
105,N12530,466.59425785482125,96.76002166847238,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
106,N12540,483.807670291929,101.14607899255867,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
107,N12552,495.5213346564128,101.53870007442322,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
108,N12563,495.5766566612792,101.3158623874394,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
109,N12564,480.80708478513355,100.85052264808363,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
110,N12567,485.2881795623731,101.45691405368825,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
111,N12569,455.66419275034957,97.20436700010757,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
112,N125DL,998.7600846358611,158.50406115623508,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
113,N126AT,922.8294638383163,152.1289460497745,Fixed Wing Multi-Engine,Turbo-Fan,737-76N,BOEING
114,N126DL,998.7264512595838,158.37616374589265,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
115,N127DL,990.3283336757756,157.54920895829054,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
116,N128DL,1003.7354964218717,159.1816855415827,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
117,N128UA,1370.6872852233678,197.66666666666666,Fixed Wing Multi-Engine,Turbo-Fan,747-422,BOEING
118,N12900,488.1341391855416,101.82971482220397,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
119,N12921,475.9011194029851,100.53882929104478,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
120,N12922,479.1148946027334,100.98563817465833,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
121,N12924,478.94659343227767,100.84340306182074,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
122,N12934,302.6951219512195,77.65531142914735,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
123,N12946,307.0954400848356,78.86055143160127,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
124,N12957,486.4334829867675,101.93419187145558,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
125,N12967,476.0026979472141,100.67155425219941,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
126,N12996,484.1925229193952,101.47279438028336,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
127,N129DL,1000.7574090627793,158.75582754589837,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
128,N1309T,505.3085942012244,100.9957837588079,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
129,N130DL,995.1682255752031,158.14098450194578,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
130,N13110,1508.8493037742762,221.54232319530965,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
131,N13113,1513.3130832222434,222.47771852980384,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
132,N13118,777.2079872204473,138.2035143769968,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
133,N13123,770.9854905193735,137.04072547403132,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
134,N13124,773.6551267185688,137.94368063607752,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
135,N13132,786.4981986618631,139.46697546749013,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
136,N13133,776.2358168147642,138.19480519480518,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
137,N13138,1295.8745087029758,197.38026389668727,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
138,N13161,793.7388619320689,138.58888398764887,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
139,N131DN,1015.6628532516173,160.48348655090228,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
140,N13202,794.8465473145781,138.42608695652174,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
141,N13248,1291.2891995614036,196.77837171052633,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
142,N132DN,996.9644793926248,158.32354934924078,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
143,N1332U,473.23467862481317,96.74128550074738,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,MCDONNELL DOUGLAS
144,N1334U,494.7458513298477,99.60388724710161,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
145,N133DN,995.3713978639081,158.04487136427755,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
146,N134DL,1004.3527381032966,159.0403438705747,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
147,N13538,488.98634681638384,102.48462421845093,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
148,N13550,491.9815391715703,100.83869851159571,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
149,N13553,494.1739784697303,101.36115291121658,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
150,N13566,487.23757098157375,101.67192026886082,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
151,N135DL,999.984126984127,158.76852414724755,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
152,N13624,806.1439516631369,141.13386072006978,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
153,N136DL,990.5070726121514,157.55321298666308,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
154,N13716,1363.010710553814,205.95702716823408,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
155,N13718,1352.7152191668936,205.05526817315547,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
156,N13720,1366.8258457374832,206.41366711772665,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
157,N13750,1374.5908715974704,207.51580973329666,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
158,N137DL,1014.2059587262539,160.38198715320488,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
159,N138DL,1005.5768582788597,159.46950603140374,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
160,N13903,483.33498845265586,101.25739030023095,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
161,N13908,488.473590880304,100.70310322989233,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
162,N13913,476.3493670886076,100.45097813578826,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
163,N13914,488.6888914928521,102.37415045699555,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
164,N13929,297.7004132231405,76.89535123966942,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
165,N13935,313.9495961558123,79.6783559963194,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
166,N13936,304.4498861047836,79.27914682128805,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
167,N13949,482.37721092527977,101.23691493201781,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
168,N13955,482.06021223321807,101.2912841302015,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
169,N13956,483.9622333605315,101.49551229747057,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
170,N13958,482.56311495080394,101.52387808975281,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
171,N13964,479.38927626833373,100.8471988458764,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
172,N13965,485.44235378715246,101.67557526366251,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
173,N13968,489.1542188607894,102.10363980146538,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
174,N13969,483.6503153468816,101.62999299229152,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
175,N13970,480.50479914681836,101.33807323142553,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
176,N13975,485.88133396181945,101.80002356823003,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
177,N13978,491.3956417684847,102.60448419196372,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
178,N13979,487.82896617436876,101.72415435921867,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
179,N13988,485.25694939415536,101.3840579710145,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
180,N13989,483.6387896116274,101.62890159637837,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
181,N13990,485.8308315463426,101.7389802239695,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
182,N13992,491.3631529189317,102.50212715670054,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
183,N13994,484.68485484435115,101.53573510551475,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
184,N13995,485.4881778614281,101.55840489354193,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
185,N13997,476.17962246453277,100.65599718607105,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
186,N139DL,1003.0871438498957,158.99034051424601,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
187,N1402A,1018.646195837598,160.59645172296143,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
188,N140LL,1015.561193216645,160.22079956412176,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
189,N14102,1576.2680233475312,233.19025082820633,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
190,N14105,776.5289065080938,138.0776346217377,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
191,N14106,1543.9326080386825,226.0263926664652,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
192,N14107,1538.3356384994315,225.27889352027282,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
193,N14115,1583.7265625,234.5671875,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
194,N14116,781.3001151126459,138.70761387929616,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
195,N14117,777.3844374690236,138.1832149347431,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
196,N14118,1458.7969964293216,215.79741650913672,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
197,N14120,1416.0085221576098,210.7568678564267,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
198,N14121,1412.8420729837474,210.51681488296023,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
199,N14125,786.9878818061089,139.24734395750332,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
200,N14143,783.3712271823604,138.93873124887043,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
201,N14148,780.8373060915626,138.7924706772607,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
202,N14153,783.7126111560226,139.36964430072757,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
203,N14158,784.2415595730778,139.51818775865826,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
204,N14162,779.1163339772484,136.3715389568577,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
205,N14168,756.2423873325213,135.26845310596832,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
206,N14171,742.9052576782925,133.88105153565851,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
207,N14173,737.2013405516885,133.22608919824697,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
208,N14174,799.9557271557271,140.52355212355212,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
209,N14177,729.6476669460743,132.30008382229673,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
210,N14179,720.4898534385569,131.2195603156708,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
211,N14180,732.4423243712056,132.099161607401,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
212,N14186,827.8543435662965,142.09797517962116,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
213,N14188,814.1961805555555,140.73472222222222,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
214,N14198,820.5654952076677,141.70926517571885,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
215,N14203,797.7106598984772,138.9232233502538,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
216,N14204,775.9133024487095,135.81204500330907,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
217,N14214,1321.5273381294965,200.63669064748203,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
218,N14219,1304.5595392030093,198.52909368755144,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
219,N14230,1302.2711755646817,198.07802874743325,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
220,N14231,1301.082494969819,197.8668259557344,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
221,N14237,1310.7254772876893,199.07557603686635,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
222,N14242,1290.4960463890354,196.9700843437006,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
223,N14250,1269.563745847176,194.9966777408638,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
224,N14308,852.6159012131716,145.4413633737724,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
225,N14320,1018.0579763391873,165.9612021456389,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
226,N14324,1006.5988576449912,164.72583479789103,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
227,N14325,803.7094268880558,138.5684699160864,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
228,N14334,854.2102250296092,145.64034741413343,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
229,N14335,856.7452971424852,146.09275532122632,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
230,N14336,1035.7244188832974,168.51601565620257,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
231,N14337,1021.2400756143667,166.53388105278464,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
232,N14341,1027.5484250117536,167.35480332236327,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
233,N14342,1020.2336940625914,166.19610997367653,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
234,N14346,819.6174016686532,140.28807188044374,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
235,N14347,810.5901902975073,139.33922987581525,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
236,N14358,844.3419978517722,144.13333333333333,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
237,N143DA,1037.8969314759036,163.84431475903614,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
238,N144DA,1047.9390051530129,164.91870859186034,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
239,N14505,333.440900098912,81.68459446092977,Fixed Wing Multi-Engine,Turbo-Jet,EMB-135ER,EMBRAER
240,N14508,335.2358279462954,81.91161113873694,Fixed Wing Multi-Engine,Turbo-Jet,EMB-135ER,EMBRAER
241,N14514,467.29624180821185,96.89086532031564,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
242,N14516,457.68010279994587,95.63465440281347,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
243,N14522,478.31604603926877,98.22234258632363,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
244,N14542,487.22330209418027,101.78213583246558,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
245,N14543,481.81138993926896,101.0725335166724,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
246,N14558,494.7917863984674,101.24916187739464,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
247,N14562,501.68354137771615,101.94163199260286,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
248,N14568,498.1763170384433,101.37909349786426,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
249,N14570,456.8865240405823,97.28429642699604,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
250,N14573,479.3391176137008,100.6157423159805,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
251,N14601,802.2019145902641,141.28739221943104,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
252,N14604,795.9902381109425,140.60200514477935,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
253,N14605,798.7696892579695,140.78736940798285,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
254,N14609,819.348240607163,142.9422944238851,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
255,N14613,810.0105459057072,141.70018610421837,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
256,N14628,801.2751121635094,140.874314556331,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
257,N14629,808.8351110553394,141.80926088593299,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
258,N14639,803.6133591193097,142.23876822374294,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
259,N14645,789.1169372858633,140.55668106658723,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
260,N14652,788.3184845005741,140.7308840413318,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
261,N14653,788.8477678229574,140.62937437782372,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
262,N14654,792.6503295588981,140.952002704073,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
263,N14655,791.835133985538,141.08881327094852,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
264,N14664,797.6798075299679,141.78811413135236,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
265,N14667,791.0643197894391,141.50937654219445,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
266,N14668,792.9634517766498,141.4766497461929,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
267,N14704,1364.2052651659671,206.4695408877019,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
268,N14731,1381.3629979936945,208.4074233304672,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
269,N14735,1373.602586457425,207.33478639930252,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
270,N14902,482.96338060916065,101.18960706812369,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
271,N14904,482.45665473854325,101.28962253260995,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
272,N14905,485.19016546259616,101.67257049638779,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
273,N14907,490.3881349825868,100.81217725471359,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
274,N14916,484.69180250967514,101.56362143778586,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
275,N14920,477.63087637840977,100.96529309344167,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
276,N14923,481.74976883957464,100.97283865002312,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
277,N14925,302.7242562929062,78.72009569377991,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
278,N14930,298.0624934575526,76.43002198262326,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
279,N14933,312.1296664226707,80.15695911324897,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
280,N14937,299.3693896329619,78.74409569573663,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
281,N14938,302.63773111877157,78.56356419095373,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
282,N14939,309.8269526839782,80.04916350200143,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
283,N14940,304.5243124542508,79.05845445989752,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
284,N14942,301.9118252987227,78.83920477956325,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
285,N14943,301.9968837644126,77.1495793081957,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
286,N14945,302.1447832399917,77.82742169674341,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
287,N14947,314.25907555930775,81.64763613338961,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
288,N14950,481.64585563087167,101.37293376144606,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
289,N14952,478.99049316696374,100.92180629827689,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
290,N14953,482.41143670660813,101.24320797247597,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
291,N14959,483.2324144486692,101.39044676806084,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
292,N14960,478.00248491302807,100.5569755058573,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
293,N14972,478.8745247148289,101.04134980988593,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
294,N14974,485.5317090230823,101.70645838190721,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
295,N14977,485.3179045568712,101.68675995694295,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
296,N14991,484.7088041431262,101.41419491525424,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
297,N14993,483.1327008667135,101.3560552822675,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
298,N14998,482.54706844195283,101.28427937397804,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
299,N149AT,908.4106222069439,150.56772086627709,Fixed Wing Multi-Engine,Turbo-Fan,737-76N,BOEING
300,N1501P,1416.0355385456533,211.61563696008747,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
301,N152DL,1451.871678914641,215.8920293951385,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
302,N153DL,1474.8733031674208,219.04015837104072,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
303,N154AW,654.8877707396813,114.82172047404985,Fixed Wing Multi-Engine,Turbo-Jet,737-3G7,BOEING
304,N154DL,1445.9103486441616,216.28832318760377,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
305,N154SF,366.1561346863469,88.432426199262,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
306,N15509,333.46909939796046,81.53974689765327,Fixed Wing Multi-Engine,Turbo-Jet,EMB-135ER,EMBRAER
307,N15527,471.02418693632137,97.25717409128177,Fixed Wing Multi-Engine,Turbo-Fan,EMB-135LR,EMBRAER
308,N15555,494.4288178472861,101.36603035878565,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
309,N15572,489.4951025056948,102.2626423690205,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
310,N15574,485.358619901748,101.63212612818462,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
311,N155AW,660.6650395642791,115.4736923235022,Fixed Wing Multi-Engine,Turbo-Jet,737-3G7,BOEING
312,N155DL,1508.2667047401485,223.45174186179327,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
313,N15659,794.1556073958874,141.2909970623812,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
314,N156AW,652.5264465376255,114.45466307835628,Fixed Wing Multi-Engine,Turbo-Jet,737-3G7,BOEING
315,N156DL,1474.3926084627744,219.3401178361007,Fixed Wing Multi-Engine,Turbo-Fan,767-3P6,BOEING
316,N15710,1323.3588295687885,201.17838809034907,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
317,N15712,1373.5365504682622,207.55905306971906,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
318,N157AW,646.7485308395933,113.80106290561602,Fixed Wing Multi-Engine,Turbo-Jet,737-3G7,BOEING
319,N158AW,647.8029234126783,113.92534131858093,Fixed Wing Multi-Engine,Turbo-Jet,737-3G7,BOEING
320,N15910,483.59064192693324,101.5344012907687,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
321,N15912,483.062564337184,101.25746311334782,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
322,N15926,305.543771043771,78.66277356902357,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
323,N15932,299.28323875152006,76.794183218484,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
324,N15941,302.5689742294088,77.09732187973724,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
325,N15948,309.9512731845332,78.84271193545007,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145EP,EMBRAER
326,N15973,487.1242610546228,101.85587609363915,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
327,N15980,481.9026181732022,100.76471981992655,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
328,N15983,482.83979783732957,101.21144804889516,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
329,N15985,484.12536407766993,101.2873786407767,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
330,N15986,472.6117757447807,99.78712174524982,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
331,N1602,1527.4324324324325,225.90375741595253,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
332,N1603,1604.5062972292192,234.3419395465995,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
333,N1604R,1527.7074401008826,225.8064312736444,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
334,N1605,1555.504449007529,229.12731006160163,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
335,N16065,1605.8604269293924,235.2791461412151,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
336,N1607B,1678.345744680851,242.25531914893617,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
337,N1608,1628.5625,237.03671875,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
338,N1609,1578.1155934833205,230.79906904577192,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
